28.000,1253.000,140.000,312.000,0.449,74.000,171.000,0.433,66.000,141.000,0.468,0.567,50.000,66.000,0.758,33.000,105.000,138.000,66.000,14.000,19.000,41.000,103.000,404.000
45.000,1253.000,0.449,16.600,0.452,0.234,0.106,0.054,0.058,0.548,0.468,0.603,0.333,0.353,0.278,0.433,0.636,0.035,10.000,0.919,0.415,0.521,1.000,0.000
