5.000,34.600,6.600,14.000,0.471,0.000,0.600,0.000,6.600,13.400,0.493,0.471,3.200,5.600,0.571,2.200,7.800,10.000,7.400,1.400,0.400,3.200,1.800,16.400
5.000,173.000,18.900,0.498,0.043,0.400,6.500,23.600,14.900,36.100,1.900,1.000,16.300,23.600,0.000,0.100,0.200,0.400,0.100,0.000,0.800,2.700,3.500,0.200
